Candidate,Office,Seat,Year,Ideology,Lower,Upper,Party,State,Order
Samantha Meadows,U.S. House,CD-2,2022,-1.286,-1.662,-0.913,Democratic,Ohio,2
Jimmy Ausbrooks,U.S. House,CD-1,2022,-0.861,-1.441,-0.302,Democratic,Kentucky,1
Dianne Black,U.S. House,CD-1,2022,0.208,-0.298,0.687,Democratic,Mississippi,1
Aaron Bashir,U.S. House,CD-2,2022,1.306,0.973,1.639,Republican,Pennsylvania,2
Erik Aadland,U.S. House,CD-7,2022,1.856,1.576,2.13,Republican,Colorado,7
Don Davis,U.S. House,CD-1,2022,-1.494,-1.717,-1.276,Democratic,North Carolina,1
Don Davis,U.S. House,CD-1,2024,-1.649,-1.862,-1.445,Democratic,North Carolina,1
Wade Herring,U.S. House,CD-1,2022,-1.549,-1.801,-1.299,Democratic,Georgia,1
Andrew Jones,U.S. House,CD-1,2022,0.135,-0.268,0.541,Republican,Missouri,1
Rufus Craig Jr.,U.S. House,CD-6,2022,-0.149,-0.715,0.427,Other,Louisiana,6
Maxwell Frost,U.S. House,CD-10,2022,-2.552,-2.77,-2.333,Democratic,Florida,10
Maxwell Frost,U.S. House,CD-10,2024,-2.639,-2.838,-2.448,Democratic,Florida,10
Christian Castelli,U.S. House,CD-6,2022,1.501,1.231,1.78,Republican,North Carolina,6
Pat Harrigan,U.S. House,CD-14,2022,1.64,1.346,1.931,Republican,North Carolina,14
Nathan Lewis,U.S. House,CD-19,2022,0.733,0.302,1.18,Other,Texas,19
Mayra Flores,U.S. House,CD-34,2022,2.042,1.783,2.315,Republican,Texas,34
Richard Ausman,U.S. House,CD-7,2022,-1.616,-1.925,-1.31,Democratic,Wisconsin,7
Kathleen Brown,U.S. House,CD-13,2022,-0.995,-1.359,-0.634,Democratic,Texas,13
Carmen Maria Montiel,U.S. House,CD-18,2022,0.331,-0.259,0.897,Republican,Texas,18
Michael Maher,U.S. House,CD-21,2022,0.702,0.329,1.078,Republican,California,21
Keith Hayden,U.S. House,CD-18,2022,0.155,-0.364,0.675,Other,Florida,18
Nicolee Ambrose,U.S. House,CD-2,2022,1.014,0.706,1.321,Republican,Maryland,2
Rudy Salas,U.S. House,CD-22,2022,-1.547,-1.874,-1.239,Democratic,California,22
Bridget Fleming,U.S. House,CD-1,2022,-1.986,-2.273,-1.704,Democratic,New York,1
Annie Andrews,U.S. House,CD-1,2022,-1.917,-2.205,-1.636,Democratic,South Carolina,1
Odessa Kelly,U.S. House,CD-7,2022,-1.95,-2.35,-1.553,Democratic,Tennessee,7
Andrea Kale,U.S. House,CD-17,2022,-1.746,-2.02,-1.472,Democratic,Florida,17
Duke Buckner,U.S. House,CD-6,2022,1.253,0.789,1.7,Republican,South Carolina,6
Robert Asencio,U.S. House,CD-28,2022,-1.217,-1.61,-0.83,Democratic,Florida,28
Robert Schafranek,U.S. House,CD-29,2022,1.266,0.679,1.847,Republican,Texas,29
Paul Jones,U.S. House,CD-44,2022,0.521,-0.422,1.418,Republican,California,44
Menachem Raitport,U.S. House,CD-9,2022,1.215,0.786,1.634,Other,New York,9
Rick Jones,U.S. House,CD-1,2022,-0.411,-0.979,0.169,Democratic,Utah,1
Ryan Melton,U.S. House,CD-4,2022,-1.557,-1.925,-1.192,Democratic,Iowa,4
Mike Barkley,U.S. House,CD-5,2022,-1.008,-1.488,-0.529,Democratic,California,5
Glenn Wright,U.S. House,CD-3,2022,0.738,0.258,1.206,Democratic,Utah,3
Matthew Jenkins,U.S. House,CD-4,2022,-0.763,-1.182,-0.337,Democratic,New Jersey,4
Asif Mahmood,U.S. House,CD-40,2022,-1.999,-2.3,-1.718,Democratic,California,40
Gary Josephson,U.S. House,CD-15,2022,-1.095,-1.568,-0.61,Democratic,Ohio,15
Mike Carey,U.S. House,CD-15,2022,1.379,1.104,1.645,Republican,Ohio,15
Mike Carey,U.S. House,CD-15,2024,1.586,1.364,1.816,Republican,Ohio,15
Christopher Hoeppner,U.S. House,CD-3,2022,-2.054,-2.662,-1.457,Other,Pennsylvania,3
Matt Brock,U.S. House,CD-4,2022,0.649,0.129,1.188,Republican,California,4
Rudy Recile,U.S. House,CD-8,2022,0.574,0.007,1.141,Republican,California,8
Christopher Mann,U.S. House,CD-1,2022,1.007,0.59,1.438,Republican,Oregon,1
James Falakos,U.S. House,CD-4,2022,-0.397,-0.997,0.209,Republican,Illinois,4
Mary Jo Woods,U.S. House,CD-17,2022,-0.505,-0.97,-0.03,Democratic,Texas,17
Omar Dantzler,U.S. House,CD-5,2022,-1.025,-1.565,-0.469,Democratic,Louisiana,5
Christopher Gonzales,U.S. House,CD-46,2022,0.358,-0.267,0.97,Republican,California,46
Mike Lawler,U.S. House,CD-17,2024,1.463,1.26,1.666,Republican,New York,17
Jennifer McClellan,U.S. House,CD-4,2024,-2.351,-2.553,-2.157,Democratic,Virginia,4
Marie Gluesenkamp Perez,U.S. House,CD-3,2024,-1.811,-1.968,-1.655,Democratic,Washington,3
Michael Rulli,U.S. House,CD-6,2024,1.845,1.636,2.055,Republican,Ohio,6
Tim Kennedy,U.S. House,CD-26,2024,-2.111,-2.308,-1.92,Democratic,New York,26
Gabe Amo,U.S. House,CD-1,2024,-2.456,-2.74,-2.18,Democratic,Rhode Island,1
Celeste Maloy,U.S. House,CD-2,2024,1.485,1.259,1.714,Republican,Utah,2
LaMonica McIver,U.S. House,CD-10,2024,-2.171,-2.524,-1.821,Democratic,New Jersey,10
Vince Fong,U.S. House,CD-20,2024,1.642,1.383,1.906,Republican,California,20
Bob Menendez,U.S. Senate,Sen-I,2012,-2.285,-2.34,-2.229,Democratic,New Jersey,100
Bob Menendez,U.S. Senate,Sen-I,2018,-2.182,-2.247,-2.12,Democratic,New Jersey,100
Joe Kyrillos,U.S. Senate,Sen-I,2012,1.175,1.109,1.242,Republican,New Jersey,100
Chris Christie,Governor,Gov,2013,0.887,0.794,0.981,Republican,New Jersey,103
Patty Murray,U.S. Senate,Sen-III,2010,-2.712,-2.783,-2.644,Democratic,Washington,102
Patty Murray,U.S. Senate,Sen-III,2016,-2.438,-2.491,-2.383,Democratic,Washington,102
Patty Murray,U.S. Senate,Sen-III,2022,-2.523,-2.587,-2.459,Democratic,Washington,102
Maria Cantwell,U.S. Senate,Sen-I,2012,-2.362,-2.413,-2.31,Democratic,Washington,100
Maria Cantwell,U.S. Senate,Sen-I,2018,-2.276,-2.34,-2.212,Democratic,Washington,100
Maria Cantwell,U.S. Senate,Sen-I,2024,-2.445,-2.508,-2.381,Democratic,Washington,100
John McCain,U.S. Senate,Sen-III,2010,0.757,0.704,0.811,Republican,Arizona,102
John McCain,U.S. Senate,Sen-III,2016,0.883,0.826,0.941,Republican,Arizona,102
Richard Carmona,U.S. Senate,Sen-I,2012,-1.704,-1.758,-1.65,Democratic,Arizona,100
Jan Brewer,Governor,Gov,2010,1.751,1.693,1.809,Republican,Arizona,103
Marco Rubio,U.S. Senate,Sen-III,2010,1.97,1.932,2.009,Republican,Florida,102
Marco Rubio,U.S. Senate,Sen-III,2016,1.584,1.547,1.62,Republican,Florida,102
Marco Rubio,U.S. Senate,Sen-III,2022,2.064,2.024,2.104,Republican,Florida,102
Bill Nelson,U.S. Senate,Sen-I,2012,-1.794,-1.827,-1.76,Democratic,Florida,100
Bill Nelson,U.S. Senate,Sen-I,2018,-1.926,-1.965,-1.888,Democratic,Florida,100
Rick Scott,Governor,Gov,2014,1.678,1.643,1.713,Republican,Florida,103
Rick Scott,U.S. Senate,Sen-I,2018,1.801,1.771,1.83,Republican,Florida,100
Rick Scott,U.S. Senate,Sen-I,2024,2.048,2.009,2.088,Republican,Florida,100
Jack Reed,U.S. Senate,Sen-II,2014,-2.069,-2.198,-1.942,Democratic,Rhode Island,101
Jack Reed,U.S. Senate,Sen-II,2020,-1.996,-2.132,-1.857,Democratic,Rhode Island,101
Sheldon Whitehouse,U.S. Senate,Sen-I,2012,-2.307,-2.43,-2.188,Democratic,Rhode Island,100
Sheldon Whitehouse,U.S. Senate,Sen-I,2018,-2.315,-2.453,-2.178,Democratic,Rhode Island,100
Sheldon Whitehouse,U.S. Senate,Sen-I,2024,-2.461,-2.616,-2.31,Democratic,Rhode Island,100
Barry Hinckley,U.S. Senate,Sen-I,2012,1.088,0.917,1.262,Republican,Rhode Island,100
Barbara Boxer,U.S. Senate,Sen-III,2010,-2.964,-3.003,-2.924,Democratic,California,102
Dianne Feinstein,U.S. Senate,Sen-I,2012,-2.377,-2.409,-2.345,Democratic,California,100
Dianne Feinstein,U.S. Senate,Sen-I,2018,-2.239,-2.276,-2.202,Democratic,California,100
Jerry Brown,Governor,Gov,2014,-2.322,-2.355,-2.291,Democratic,California,103
Kay Hagan,U.S. Senate,Sen-II,2014,-2.072,-2.128,-2.014,Democratic,North Carolina,101
Richard Burr,U.S. Senate,Sen-III,2010,1.369,1.312,1.427,Republican,North Carolina,102
Richard Burr,U.S. Senate,Sen-III,2016,1.512,1.457,1.569,Republican,North Carolina,102
James M. Inhofe,U.S. Senate,Sen-II,2014,2.059,1.966,2.152,Republican,Oklahoma,101
James M. Inhofe,U.S. Senate,Sen-II,2020,2.259,2.15,2.37,Republican,Oklahoma,101
Tom Coburn,U.S. Senate,Sen-III,2010,2.208,2.107,2.313,Republican,Oklahoma,102
John Cornyn,U.S. Senate,Sen-II,2014,1.341,1.304,1.377,Republican,Texas,101
John Cornyn,U.S. Senate,Sen-II,2020,1.835,1.794,1.877,Republican,Texas,101
Paul Sadler,U.S. Senate,Sen-I,2012,-1.259,-1.309,-1.21,Democratic,Texas,100
Ted Cruz,U.S. Senate,Sen-I,2012,2.017,1.977,2.056,Republican,Texas,100
Ted Cruz,U.S. Senate,Sen-I,2018,2.516,2.473,2.56,Republican,Texas,100
Ted Cruz,U.S. Senate,Sen-I,2024,2.537,2.495,2.581,Republican,Texas,100
Rick Perry,Governor,Gov,2010,1.604,1.566,1.641,Republican,Texas,103
Patrick Leahy,U.S. Senate,Sen-III,2010,-2.444,-2.622,-2.267,Democratic,Vermont,102
Patrick Leahy,U.S. Senate,Sen-III,2016,-2.314,-2.452,-2.176,Democratic,Vermont,102
Bernie Sanders,U.S. Senate,Sen-I,2012,-4.061,-4.245,-3.884,Other,Vermont,100
Bernie Sanders,U.S. Senate,Sen-I,2018,-4.159,-4.363,-3.954,Other,Vermont,100
Bernie Sanders,U.S. Senate,Sen-I,2024,-4.364,-4.657,-4.106,Other,Vermont,100
John MacGovern,U.S. Senate,Sen-I,2012,0.903,0.662,1.143,Republican,Vermont,100
Peter Shumlin,Governor,Gov,2012,-2.479,-2.618,-2.342,Democratic,Vermont,103
Peter Shumlin,Governor,Gov,2014,-2.404,-2.555,-2.253,Democratic,Vermont,103
Charles E. Schumer,U.S. Senate,Sen-III,2010,-2.485,-2.536,-2.436,Democratic,New York,102
Charles E. Schumer,U.S. Senate,Sen-III,2016,-2.097,-2.131,-2.064,Democratic,New York,102
Charles E. Schumer,U.S. Senate,Sen-III,2022,-2.356,-2.399,-2.313,Democratic,New York,102
Kristen Gillibrand,U.S. Senate,Sen-I,2012,-2.092,-2.135,-2.049,Democratic,New York,100
Kristen Gillibrand,U.S. Senate,Sen-I,2018,-2.398,-2.447,-2.349,Democratic,New York,100
Kristen Gillibrand,U.S. Senate,Sen-I,2024,-2.215,-2.259,-2.17,Democratic,New York,100
Andrew Cuomo,Governor,Gov,2014,-1.806,-1.848,-1.766,Democratic,New York,103
Andrew Cuomo,Governor,Gov,2018,-2.089,-2.133,-2.046,Democratic,New York,103
Mark Udall,U.S. Senate,Sen-II,2014,-2.375,-2.45,-2.3,Democratic,Colorado,101
Michael F. Bennet,U.S. Senate,Sen-III,2010,-2.239,-2.315,-2.164,Democratic,Colorado,102
Michael F. Bennet,U.S. Senate,Sen-III,2016,-1.805,-1.861,-1.75,Democratic,Colorado,102
Michael F. Bennet,U.S. Senate,Sen-III,2022,-2.061,-2.13,-1.992,Democratic,Colorado,102
John Hickenlooper,Governor,Gov,2014,-1.854,-1.913,-1.793,Democratic,Colorado,103
John Hickenlooper,U.S. Senate,Sen-II,2020,-2.003,-2.067,-1.938,Democratic,Colorado,101
Mark R. Warner,U.S. Senate,Sen-II,2014,-1.779,-1.837,-1.723,Democratic,Virginia,101
Mark R. Warner,U.S. Senate,Sen-II,2020,-2.018,-2.072,-1.963,Democratic,Virginia,101
Tim Kaine,U.S. Senate,Sen-I,2012,-2.038,-2.089,-1.987,Democratic,Virginia,100
Tim Kaine,U.S. Senate,Sen-I,2018,-2.258,-2.316,-2.201,Democratic,Virginia,100
Tim Kaine,U.S. Senate,Sen-I,2024,-2.195,-2.251,-2.137,Democratic,Virginia,100
George Allen,U.S. Senate,Sen-I,2012,1.659,1.605,1.711,Republican,Virginia,100
Wendy Long,U.S. Senate,Sen-I,2012,1.075,1.01,1.138,Republican,New York,100
Wendy Long,U.S. Senate,Sen-III,2016,0.498,0.434,0.564,Republican,New York,102
Pat Toomey,U.S. Senate,Sen-III,2010,1.729,1.68,1.777,Republican,Pennsylvania,102
Pat Toomey,U.S. Senate,Sen-III,2016,1.4,1.355,1.444,Republican,Pennsylvania,102
"Bob Casey, Jr.",U.S. Senate,Sen-I,2012,-1.709,-1.753,-1.665,Democratic,Pennsylvania,100
"Bob Casey, Jr.",U.S. Senate,Sen-I,2018,-1.773,-1.82,-1.727,Democratic,Pennsylvania,100
"Bob Casey, Jr.",U.S. Senate,Sen-I,2024,-2.035,-2.078,-1.991,Democratic,Pennsylvania,100
Tom Smith,U.S. Senate,Sen-I,2012,1.782,1.732,1.832,Republican,Pennsylvania,100
Tom Corbett,Governor,Gov,2014,1.413,1.37,1.456,Republican,Pennsylvania,103
Barbara A. Mikulski,U.S. Senate,Sen-III,2010,-2.57,-2.648,-2.491,Democratic,Maryland,102
Ben Cardin,U.S. Senate,Sen-I,2012,-2.339,-2.406,-2.273,Democratic,Maryland,100
Ben Cardin,U.S. Senate,Sen-I,2018,-2.072,-2.148,-1.995,Democratic,Maryland,100
Martin O'Malley,Governor,Gov,2010,-2.255,-2.332,-2.182,Democratic,Maryland,103
Elizabeth Emken,U.S. Senate,Sen-I,2012,1.069,1.023,1.113,Republican,California,100
Al Franken,U.S. Senate,Sen-II,2014,-2.772,-2.838,-2.704,Democratic,Minnesota,101
Amy Klobuchar,U.S. Senate,Sen-I,2012,-2.272,-2.335,-2.21,Democratic,Minnesota,100
Amy Klobuchar,U.S. Senate,Sen-I,2018,-2.262,-2.335,-2.188,Democratic,Minnesota,100
Amy Klobuchar,U.S. Senate,Sen-I,2024,-2.243,-2.312,-2.176,Democratic,Minnesota,100
Kurt Bills,U.S. Senate,Sen-I,2012,1.535,1.454,1.616,Republican,Minnesota,100
Mark Dayton,Governor,Gov,2014,-2.369,-2.434,-2.305,Democratic,Minnesota,103
Rob Portman,U.S. Senate,Sen-III,2010,1.399,1.35,1.448,Republican,Ohio,102
Rob Portman,U.S. Senate,Sen-III,2016,1.177,1.13,1.223,Republican,Ohio,102
Sherrod Brown,U.S. Senate,Sen-I,2012,-2.483,-2.533,-2.434,Democratic,Ohio,100
Sherrod Brown,U.S. Senate,Sen-I,2018,-2.104,-2.155,-2.054,Democratic,Ohio,100
Sherrod Brown,U.S. Senate,Sen-I,2024,-2.24,-2.287,-2.194,Democratic,Ohio,100
Josh Mandel,U.S. Senate,Sen-I,2012,1.768,1.722,1.815,Republican,Ohio,100
John Kasich,Governor,Gov,2014,1.36,1.316,1.404,Republican,Ohio,103
Mike Lee,U.S. Senate,Sen-III,2010,1.974,1.85,2.096,Republican,Utah,102
Mike Lee,U.S. Senate,Sen-III,2016,2.375,2.266,2.483,Republican,Utah,102
Mike Lee,U.S. Senate,Sen-III,2022,2.502,2.395,2.611,Republican,Utah,102
Scott Howell,U.S. Senate,Sen-I,2012,-0.257,-0.378,-0.136,Democratic,Utah,100
Orrin Hatch,U.S. Senate,Sen-I,2012,1.367,1.295,1.44,Republican,Utah,100
Gary Herbert,Governor,Gov,2012,1.564,1.489,1.638,Republican,Utah,103
Gary Herbert,Governor,Gov,2016,1.618,1.53,1.707,Republican,Utah,103
Mark L. Pryor,U.S. Senate,Sen-II,2014,-1.698,-1.801,-1.592,Democratic,Arkansas,101
Mike Beebe,Governor,Gov,2010,-0.767,-0.862,-0.676,Democratic,Arkansas,103
Michael Baumgartner,U.S. Senate,Sen-I,2012,1.099,1.029,1.17,Republican,Washington,100
Debbie Stabenow,U.S. Senate,Sen-I,2012,-2.395,-2.445,-2.346,Democratic,Michigan,100
Debbie Stabenow,U.S. Senate,Sen-I,2018,-2.234,-2.292,-2.175,Democratic,Michigan,100
Rick Snyder,Governor,Gov,2014,1.224,1.176,1.272,Republican,Michigan,103
Lamar Alexander,U.S. Senate,Sen-II,2014,0.801,0.739,0.863,Republican,Tennessee,101
Bob Corker,U.S. Senate,Sen-I,2012,1.295,1.237,1.354,Republican,Tennessee,100
Bill Haslam,Governor,Gov,2014,1.11,1.049,1.17,Republican,Tennessee,103
Thad Cochran,U.S. Senate,Sen-II,2014,0.883,0.781,0.983,Republican,Mississippi,101
Albert Gore,U.S. Senate,Sen-I,2012,-2.57,-2.691,-2.454,Democratic,Mississippi,100
Roger Wicker,U.S. Senate,Sen-I,2012,1.592,1.507,1.682,Republican,Mississippi,100
Roger Wicker,U.S. Senate,Sen-I,2018,1.683,1.579,1.792,Republican,Mississippi,100
Roger Wicker,U.S. Senate,Sen-I,2024,1.758,1.654,1.87,Republican,Mississippi,100
Phil Bryant,Governor,Gov,2015,1.923,1.778,2.072,Republican,Mississippi,103
Johnny Isakson,U.S. Senate,Sen-III,2010,1.383,1.329,1.437,Republican,Georgia,102
Johnny Isakson,U.S. Senate,Sen-III,2016,1.291,1.236,1.347,Republican,Georgia,102
Nathan Deal,Governor,Gov,2014,1.6,1.551,1.65,Republican,Georgia,103
Ron Johnson,U.S. Senate,Sen-III,2010,1.868,1.799,1.938,Republican,Wisconsin,102
Ron Johnson,U.S. Senate,Sen-III,2016,1.828,1.761,1.895,Republican,Wisconsin,102
Ron Johnson,U.S. Senate,Sen-III,2022,2.587,2.504,2.672,Republican,Wisconsin,102
Tommy Thompson,U.S. Senate,Sen-I,2012,1.304,1.248,1.362,Republican,Wisconsin,100
Scott Walker,Governor,Gov,2014,2.162,2.098,2.226,Republican,Wisconsin,103
Scott Walker,Governor,Gov,2018,2.203,2.133,2.272,Republican,Wisconsin,103
Jeff Merkley,U.S. Senate,Sen-II,2014,-2.481,-2.557,-2.406,Democratic,Oregon,101
Jeff Merkley,U.S. Senate,Sen-II,2020,-2.771,-2.851,-2.691,Democratic,Oregon,101
Ron Wyden,U.S. Senate,Sen-III,2010,-2.286,-2.372,-2.201,Democratic,Oregon,102
Ron Wyden,U.S. Senate,Sen-III,2016,-2.103,-2.164,-2.045,Democratic,Oregon,102
Ron Wyden,U.S. Senate,Sen-III,2022,-2.504,-2.563,-2.445,Democratic,Oregon,102
John Kitzhaber,Governor,Gov,2014,-2.354,-2.426,-2.284,Democratic,Oregon,103
Richard Blumenthal,U.S. Senate,Sen-III,2010,-2.245,-2.33,-2.162,Democratic,Connecticut,102
Richard Blumenthal,U.S. Senate,Sen-III,2016,-2.199,-2.272,-2.121,Democratic,Connecticut,102
Richard Blumenthal,U.S. Senate,Sen-III,2022,-2.399,-2.495,-2.306,Democratic,Connecticut,102
Linda McMahon,U.S. Senate,Sen-III,2010,1.375,1.293,1.456,Republican,Connecticut,102
Linda McMahon,U.S. Senate,Sen-I,2012,1.253,1.176,1.33,Republican,Connecticut,100
Dan Malloy,Governor,Gov,2014,-2.238,-2.321,-2.159,Democratic,Connecticut,103
Richard J. Durbin,U.S. Senate,Sen-II,2014,-2.298,-2.347,-2.249,Democratic,Illinois,101
Richard J. Durbin,U.S. Senate,Sen-II,2020,-2.264,-2.319,-2.21,Democratic,Illinois,101
Pat Quinn,Governor,Gov,2010,-1.899,-1.947,-1.851,Democratic,Illinois,103
Pat Quinn,Governor,Gov,2014,-2.215,-2.263,-2.166,Democratic,Illinois,103
Michael B. Enzi,U.S. Senate,Sen-II,2014,1.523,1.378,1.675,Republican,Wyoming,101
Tim Chesnut,U.S. Senate,Sen-I,2012,-1.301,-1.609,-0.997,Democratic,Wyoming,100
John Barrasso,U.S. Senate,Sen-I,2012,1.811,1.678,1.942,Republican,Wyoming,100
John Barrasso,U.S. Senate,Sen-I,2018,1.916,1.747,2.09,Republican,Wyoming,100
John Barrasso,U.S. Senate,Sen-I,2024,1.764,1.577,1.949,Republican,Wyoming,100
Matt Mead,Governor,Gov,2014,1.219,1.077,1.363,Republican,Wyoming,103
Dan Coats,U.S. Senate,Sen-III,2010,1.105,1.036,1.172,Republican,Indiana,102
Richard Mourdock,U.S. Senate,Sen-I,2012,2.024,1.95,2.099,Republican,Indiana,100
Pat Roberts,U.S. Senate,Sen-II,2014,1.605,1.523,1.685,Republican,Kansas,101
Sam Brownback,Governor,Gov,2014,2.219,2.126,2.313,Republican,Kansas,103
Mitch McConnell,U.S. Senate,Sen-II,2014,1.578,1.508,1.651,Republican,Kentucky,101
Mitch McConnell,U.S. Senate,Sen-II,2020,2.168,2.084,2.255,Republican,Kentucky,101
Rand Paul,U.S. Senate,Sen-III,2010,2.124,2.03,2.216,Republican,Kentucky,102
Rand Paul,U.S. Senate,Sen-III,2016,1.711,1.633,1.791,Republican,Kentucky,102
Rand Paul,U.S. Senate,Sen-III,2022,2.326,2.24,2.415,Republican,Kentucky,102
Steve Beshear,Governor,Gov,2011,-1.126,-1.226,-1.025,Democratic,Kentucky,103
Jeff Sessions,U.S. Senate,Sen-II,2014,1.928,1.847,2.012,Republican,Alabama,101
Richard C. Shelby,U.S. Senate,Sen-III,2010,1.507,1.425,1.59,Republican,Alabama,102
Richard C. Shelby,U.S. Senate,Sen-III,2016,1.656,1.573,1.74,Republican,Alabama,102
Robert Bentley,Governor,Gov,2014,1.89,1.809,1.971,Republican,Alabama,103
Joe Manchin,U.S. Senate,Sen-I,2012,-0.702,-0.805,-0.601,Democratic,West Virginia,100
Joe Manchin,U.S. Senate,Sen-I,2018,-0.869,-0.967,-0.77,Democratic,West Virginia,100
John Raese,U.S. Senate,Sen-I,2012,1.608,1.494,1.724,Republican,West Virginia,100
Earl Ray Tomblin,Governor,Gov,2012,-0.709,-0.805,-0.611,Democratic,West Virginia,103
Harry Reid,U.S. Senate,Sen-III,2010,-2.737,-2.834,-2.642,Democratic,Nevada,102
Brian Sandoval,Governor,Gov,2014,0.871,0.795,0.949,Republican,Nevada,103
Elizabeth Warren,U.S. Senate,Sen-I,2012,-2.886,-2.953,-2.821,Democratic,Massachusetts,100
Elizabeth Warren,U.S. Senate,Sen-I,2018,-3.338,-3.422,-3.253,Democratic,Massachusetts,100
Elizabeth Warren,U.S. Senate,Sen-I,2024,-3.31,-3.393,-3.23,Democratic,Massachusetts,100
Scott Brown,U.S. Senate,Sen-I,2012,0.627,0.575,0.68,Republican,Massachusetts,100
Scott Brown,U.S. Senate,Sen-II,2014,0.91,0.799,1.021,Republican,New Hampshire,101
Deval Patrick,Governor,Gov,2010,-2.533,-2.607,-2.458,Democratic,Massachusetts,103
Lindsey Graham,U.S. Senate,Sen-II,2014,0.982,0.908,1.057,Republican,South Carolina,101
Lindsey Graham,U.S. Senate,Sen-II,2020,1.953,1.88,2.028,Republican,South Carolina,101
Jim DeMint,U.S. Senate,Sen-III,2010,2.403,2.302,2.502,Republican,South Carolina,102
Nimrata 'Nikki' Haley,Governor,Gov,2014,1.739,1.663,1.813,Republican,South Carolina,103
Mark Clayton,U.S. Senate,Sen-I,2012,0.064,-0.055,0.181,Democratic,Tennessee,100
Chuck Grassley,U.S. Senate,Sen-III,2010,1.253,1.169,1.336,Republican,Iowa,102
Chuck Grassley,U.S. Senate,Sen-III,2016,1.831,1.739,1.927,Republican,Iowa,102
Chuck Grassley,U.S. Senate,Sen-III,2022,2.096,2.004,2.189,Republican,Iowa,102
Terry Branstad,Governor,Gov,2014,1.411,1.339,1.482,Republican,Iowa,103
Jeanne Shaheen,U.S. Senate,Sen-II,2014,-2.174,-2.278,-2.075,Democratic,New Hampshire,101
Jeanne Shaheen,U.S. Senate,Sen-II,2020,-2.163,-2.266,-2.057,Democratic,New Hampshire,101
Kelly Ayotte,U.S. Senate,Sen-III,2010,1.38,1.27,1.488,Republican,New Hampshire,102
Kelly Ayotte,U.S. Senate,Sen-III,2016,1.255,1.147,1.368,Republican,New Hampshire,102
John Lynch,Governor,Gov,2010,-1.334,-1.438,-1.233,Democratic,New Hampshire,103
Claire McCaskill,U.S. Senate,Sen-I,2012,-2.039,-2.095,-1.984,Democratic,Missouri,100
Claire McCaskill,U.S. Senate,Sen-I,2018,-2.198,-2.264,-2.134,Democratic,Missouri,100
Jay Nixon,Governor,Gov,2012,-1.013,-1.065,-0.96,Democratic,Missouri,103
Susan M. Collins,U.S. Senate,Sen-II,2014,0.387,0.282,0.492,Republican,Maine,101
Susan M. Collins,U.S. Senate,Sen-II,2020,0.963,0.844,1.088,Republican,Maine,101
Cynthia Dill,U.S. Senate,Sen-I,2012,-2.745,-2.885,-2.604,Democratic,Maine,100
Charles Summers,U.S. Senate,Sen-I,2012,1.5,1.387,1.613,Republican,Maine,100
Paul LePage,Governor,Gov,2014,2.319,2.206,2.434,Republican,Maine,103
Heather Wilson,U.S. Senate,Sen-I,2012,1.402,1.31,1.491,Republican,New Mexico,100
Susana Martinez,Governor,Gov,2014,1.432,1.347,1.518,Republican,New Mexico,103
Tom Udall,U.S. Senate,Sen-II,2014,-2.271,-2.37,-2.175,Democratic,New Mexico,101
John Hoeven,U.S. Senate,Sen-III,2010,1.111,0.986,1.234,Republican,North Dakota,102
John Hoeven,U.S. Senate,Sen-III,2016,1.269,1.108,1.434,Republican,North Dakota,102
John Hoeven,U.S. Senate,Sen-III,2022,1.535,1.392,1.677,Republican,North Dakota,102
Heidei Heitkamp,U.S. Senate,Sen-I,2012,-2.037,-2.256,-1.828,Democratic,North Dakota,100
Heidei Heitkamp,U.S. Senate,Sen-I,2018,-1.684,-1.84,-1.529,Democratic,North Dakota,100
Jack Dalrymple,Governor,Gov,2012,1.223,1.078,1.362,Republican,North Dakota,103
Daniel K. Inouye,U.S. Senate,Sen-III,2010,-2.294,-2.459,-2.137,Democratic,Hawaii,102
Linda Lingle,U.S. Senate,Sen-I,2012,0.995,0.859,1.13,Republican,Hawaii,100
James E. Risch,U.S. Senate,Sen-II,2014,1.569,1.471,1.672,Republican,Idaho,101
James E. Risch,U.S. Senate,Sen-II,2020,1.91,1.79,2.033,Republican,Idaho,101
Mike Crapo,U.S. Senate,Sen-III,2010,1.314,1.201,1.427,Republican,Idaho,102
Mike Crapo,U.S. Senate,Sen-III,2016,1.605,1.499,1.712,Republican,Idaho,102
Mike Crapo,U.S. Senate,Sen-III,2022,1.787,1.678,1.897,Republican,Idaho,102
Clement 'Butch' Otter,Governor,Gov,2010,1.506,1.392,1.622,Republican,Idaho,103
Clement 'Butch' Otter,Governor,Gov,2014,1.588,1.495,1.684,Republican,Idaho,103
Bob Kerrey,U.S. Senate,Sen-I,2012,-2.072,-2.176,-1.973,Democratic,Nebraska,100
Deb Fischer,U.S. Senate,Sen-I,2012,1.791,1.7,1.882,Republican,Nebraska,100
Deb Fischer,U.S. Senate,Sen-I,2018,1.859,1.745,1.981,Republican,Nebraska,100
Deb Fischer,U.S. Senate,Sen-I,2024,1.901,1.778,2.019,Republican,Nebraska,100
Dave Heineman,Governor,Gov,2010,1.443,1.292,1.592,Republican,Nebraska,103
Mark Begich,U.S. Senate,Sen-II,2014,-1.906,-2.091,-1.73,Democratic,Alaska,101
