bonica.rid,year,candidate,state
cand152791,2020,richard allen rowe jr,florida
cand152807,2020,isaiah abenchuchan,florida
cand152813,2020,john gerard nolan,florida
cand152821,2020,pedro norman figueiredo,florida
cand137906,2020,angela marie walls windhauser,florida
cand152829,2020,willie montague,florida
cand152865,2020,adam aarons,florida
cand152885,2020,demetrius fugate,florida
cand152887,2020,kim johnson,florida
cand152890,2020,yadira escobar,florida
cand152893,2020,dennis misigoy,florida
cand152896,2020,frank e polo sr,florida
cand152908,2020,nikema natassha williams,georgia
cand152909,2020,blake harbin,georgia
cand152924,2020,tyler james tolin,georgia
cand117782,2020,tom nelson,wisconsin
cand152938,2020,keisha waites,georgia
cand152933,2020,roderick sellers,georgia
cand152932,2020,haden asher nuckolls,georgia
cand152951,2020,william mendiola castro,guam
cand152958,2020,ashley noelle famera,hawaii
cand152962,2020,elise hatsuko kaneshiro,hawaii
cand152977,2020,darnell leatherwood,illinois
cand150625,2020,alex padilla,california
cand152978,2020,ameena nuur matthews,illinois
cand152983,2020,jesus eduardo solorio jr,illinois
cand147718,2020,allen ellison,florida
cand153001,2020,kent gray,illinois
cand153000,2020,jacob p lane,illinois
cand153009,2020,spanky edwards,illinois
cand137496,2020,ryan farrar,indiana
cand153010,2020,mark haasis,illinois
cand153032,2020,carlos cruz marcano jr,indiana
cand132947,2020,bradley mark walker,north carolina
cand153048,2020,barry welsh,indiana
cand153058,2020,mike webster,indiana
cand153059,2020,tonya lynn millis,indiana
cand153060,2020,dale william dorris jr,indiana
cand153073,2020,james rhodes,kentucky
cand153078,2020,waymen eddings,kentucky
cand153082,2020,matthew best,kentucky
cand153086,2020,braylon harris,louisiana
cand153087,2020,kenny houston,louisiana
cand153091,2020,martin lemelle jr,louisiana
cand174623,2020,david a rosa,massachusetts
cand153109,2020,rayla campbell,massachusetts
cand153115,2020,mia mason,maryland
cand153114,2020,jennifer pingley,maryland
cand153113,2020,helen brady,massachusetts
cand153156,2020,mark steven gosnell,maryland
cand153188,2020,ryan william hall,michigan
cand153185,2020,elena oelke,michigan
cand153191,2020,nicolette snyder,michigan
cand153212,2020,donald eason,michigan
cand153219,2020,kerry p zeiler,minnesota
cand144326,2020,hirsh singh,new jersey
cand156549,2020,sharese n beasley,north carolina
cand153232,2020,leila shukri bashir adan,minnesota
cand153236,2020,leslie l lester,minnesota
cand153235,2020,laverne c turner,minnesota
cand155606,2020,oreta tufaga mapu crichton,american samoa
cand153239,2020,thaddeus robert laugisch,minnesota
cand155644,2020,joe dallas millado,florida
cand155654,2020,chase russell oliver,georgia
cand153256,2020,charles west,missouri
cand153258,2020,teresa montseny,missouri
cand68987040,2020,kwanza hall,georgia
cand153261,2020,brian wesley flowers,mississippi
cand155655,2020,robert franklin,georgia
cand155670,2020,bill redpath,illinois
cand153269,2020,katelyn lee,mississippi
cand155676,2020,mark j leyva,indiana
cand155685,2020,phillip snowden,louisiana
cand155688,2020,dartanyon a williams,louisiana
cand155731,2020,gena l ross,missouri
cand153284,2020,aleccia sutton,north carolina
cand155733,2020,audrey richards,missouri
cand155750,2020,louis a vellucci,new jersey
cand155763,2020,mike i parietti,new york
cand155800,2020,corey o strong,tennessee
cand155778,2020,terwilliger elizabeth,pennsylvania
cand153303,2020,david payne parker,north carolina
cand153297,2020,christopher m ward,north carolina
cand153312,2020,matthew burril,north carolina
cand193640,2020,marty mcclendon,washington
cand134682,2020,lashonda holloway,florida
cand153330,2020,mark elworth,nebraska
cand152966,2020,mariannette jane miller meeks,iowa
cand156452,2020,ricky dale harrington jr,arkansas
cand156486,2020,edward james mazzuchelli,massachusetts
cand153361,2020,timothy walsh,new jersey
cand153355,2020,sammy gindi,new jersey
cand153362,2020,william eboe prempeh sr,new jersey
cand153364,2020,jennifer zinone,new jersey
cand49157,2008,frank j vondersaar,alaska
cand49157,2010,frank j vondersaar,alaska
cand103308,2008,robert mario bird,alaska
cand103310,2010,joseph w miller,alaska
cand103310,2012,joseph w miller,alaska
cand103310,2014,joseph w miller,alaska
cand103310,2016,joseph w miller,alaska
cand103311,2010,scott mcadams,alaska
cand103311,2012,scott mcadams,alaska
cand103328,2010,william g barnes,alabama
cand103332,2010,curtis coleman,arkansas
cand103332,2016,curtis coleman,arkansas
cand103333,2010,fred ramey,arkansas
cand103334,2010,thomas f cox,arkansas
cand103335,2010,conrad earl reynolds,arkansas
cand103336,2010,gilbert baker,arkansas
cand103337,2010,kim hendren,arkansas
cand103338,2010,buddy hiluard g rogers,arkansas
cand103341,2010,stanley e reed,arkansas
cand103342,2010,ronald trevor drown,arkansas
cand103343,2010,john randall randy alexander,arkansas
cand103344,2010,william a halter,arkansas
cand103345,2010,daniel cochcran morrison,arkansas
cand103346,2010,john gray,arkansas
cand103359,2004,stuart starky,arizona
cand103363,2010,jimmie lee deakin jr,arizona
cand103364,2010,chris simcox,arizona
cand103368,2010,ian gilyeat,arizona
cand103368,2012,ian gilyeat,arizona
cand103370,2010,rodney britz glassman,arizona
cand103371,2010,randy alan parraz,arizona
cand103373,2010,john e dougherty iii,arizona
cand103374,2010,david f nolan,arizona
cand103374,2012,david f nolan,arizona
cand103401,2004,medea susan benjamin,california
cand103405,2008,chuck devore,california
cand103405,2010,chuck devore,california
cand103406,2010,al ramirez,california
cand103406,2012,al ramirez,california
cand105573,2010,carly fiorina,california
cand105573,2012,carly fiorina,california
cand105573,2016,carly fiorina,california
cand103412,2010,robert michael kaus,california
cand103432,2004,floyd mike miles,colorado
cand186507,2010,kenneth r buck,colorado
cand186507,2012,kenneth r buck,colorado
